event_type,initial_speed,plate_x,plate_z,pitch_name,pitch_type
hit_into_play,92,0.487,2.491,Four-seam FB,FF
hit_into_play,97.3,-0.114,2.311,Sinker,SI
swinging_strike,87,0.325,1.479,Slider,SL
foul,76.3,0.532,1.685,Curveball,CU
swinging_strike,70.864,-0.669,1.443,Curveball,CU
foul,84.3,-0.576,1.794,Slider,SL
foul,88.1,-0.052,1.616,Changeup,CH
hit_into_play,91.3,-1.014,1.974,Sinker,SI
foul,89.4,-0.576,2.335,Cutter,FC
swinging_strike,88.146,-0.646,1.501,Sinker,SI
hit_into_play,93.653,-0.423,3.069,Four-seam FB,FF
foul,69.9,-0.049,1.117,Curveball,CU
swinging_strike,80.3,0.285,1.315,Curveball,CU
hit_into_play,93.4,-0.316,2.696,Four-seam FB,FF
foul,95.8,-1.067,3.851,Two-seam FB,FT
foul,94.3,-0.099,2.846,Four-seam FB,FF
foul,94.2,-0.412,3.441,Four-seam FB,FF
foul,89.2,0.629,3.282,Four-seam FB,FF
swinging_strike,90.533,0.557,2.865,Cutter,FC
swinging_strike,90.9,0.319,1.978,Cutter,FC
hit_into_play,90.9,1.033,1.701,Sinker,SI
hit_into_play,89.6,-0.058,1.885,Sinker,SI
foul,92.4,0.364,2.096,Four-seam FB,FF
hit_into_play,92.607,0.719,3.197,Four-seam FB,FF
hit_into_play,83.695,-1.326,2.411,Slider,SL
hit_into_play,89.75,0.415,1.736,Sinker,SI
foul,88.2,0.808,2.692,Four-seam FB,FF
hit_into_play,81.4,0.384,1.24,Slider,SL
hit_into_play,77.7,-0.304,1.962,Curveball,CU
hit_into_play,94,-0.341,2.396,Four-seam FB,FF
foul,71.7,-0.916,1.628,Curveball,CU
swinging_strike,93.9,0.154,2.751,Four-seam FB,FF
foul,92,0.157,2.792,Four-seam FB,FF
hit_into_play,87.913,-0.114,1.702,Cutter,FC
hit_into_play,82.1,0.645,1.595,Changeup,CH
hit_into_play,78.4,0.339,1.685,Curveball,CU
swinging_strike,83.911,-0.276,2.474,Slider,SL
swinging_strike,95.3,-0.603,2.412,Four-seam FB,FF
hit_into_play,77.8,0.365,1.651,Changeup,CH
foul,88.114,0.104,2.007,Sinker,SI
foul,94.9,-0.173,1.74,Four-seam FB,FF
hit_into_play,91.9,-0.388,2.46,Four-seam FB,FF
foul,90.883,0.391,2.345,Sinker,SI
swinging_strike,75.645,0.568,1.538,Curveball,CU
foul,82,-0.373,3.004,Knuckle Curve,KC
hit_into_play,89,-0.217,2.356,Changeup,CH
foul,80.2,-0.571,0.805,Changeup,CH
swinging_strike,71.1,1.302,1.2,Curveball,CU
swinging_strike,85,1.405,1.775,Slider,SL
swinging_strike,86.6,1.504,2.061,Cutter,FC
hit_into_play,92.4,0.001,1.064,Four-seam FB,FF
foul,92.4,0.117,2.623,Four-seam FB,FF
swinging_strike,80.6,1.173,1.386,Slider,SL
foul,89.8,0.493,1.931,Four-seam FB,FF
foul,93.3,1.466,2.603,Cutter,FC
hit_into_play,89,0.872,2.018,Sinker,SI
hit_into_play,93.9,0.69,2.107,Sinker,SI
foul,96.7,0.129,3.186,Four-seam FB,FF
foul,94.6,0.3,1.87,Four-seam FB,FF
foul,89.4,1.251,2.205,Four-seam FB,FF
swinging_strike,84.585,0.984,0.862,Slider,SL
foul,92.584,0.383,2.811,Four-seam FB,FF
hit_into_play,81.93,0.741,2.92,Slider,SL
foul,79.962,-0.014,2.567,Splitter,FS
foul,97,1.226,2.909,Two-seam FB,FT
swinging_strike,90.6,1.35,1.11,Cutter,FC
hit_into_play,90.897,-0.894,2.759,Four-seam FB,FF
swinging_strike,84.4,-0.06,2.98,Slider,SL
foul,81.599,-1.197,1.868,Cutter,FC
foul,93.004,-0.332,1.78,Four-seam FB,FF
foul,77.574,-0.144,2.017,Changeup,CH
foul,93.2,-0.703,3.001,Sinker,SI
foul,92.3,-0.969,2.05,Two-seam FB,FT
foul,86,0.794,2.371,Slider,SL
foul,78.6,0.297,2.175,Curveball,CU
swinging_strike,85,0.027,1.145,Slider,SL
foul,90.2,0.585,2.137,Four-seam FB,FF
hit_into_play,77.759,-0.312,1.873,Curveball,CU
foul,98.814,-0.648,2.609,Four-seam FB,FF
hit_into_play,67.6,0.612,2.442,Curveball,CU
hit_into_play,83.5,0.351,2.496,Slider,SL
swinging_strike,85.3,0.662,0.861,Slider,SL
foul,81.055,-0.439,2.433,Slider,SL
foul,90.918,-0.48,2.724,Four-seam FB,FF
foul,90.2,-0.532,1.906,Four-seam FB,FF
swinging_strike,80.3,-0.05,1.37,Curveball,CU
foul,76.1,1.293,2.016,Slider,SL
foul,85.3,1.081,1.279,Changeup,CH
swinging_strike,87.6,0.294,2.599,Sinker,SI
hit_into_play,88.2,-0.535,2.512,Sinker,SI
foul,89.4,-0.704,2.039,Sinker,SI
hit_into_play,92.8,0.103,2.36,Four-seam FB,FF
foul,92.6,-0.153,2.024,Sinker,SI
foul,94.1,-0.646,1.397,Sinker,SI
swinging_strike,79.7,1.363,1.425,Slider,SL
hit_into_play,90.8,-0.246,2.528,Sinker,SI
hit_into_play,82.5,-0.261,2.628,Slider,SL
foul,88.1,-0.54,2.691,Two-seam FB,FT
foul,84.396,-1.132,1.336,Changeup,CH
hit_into_play,95.3,0.754,1.412,Four-seam FB,FF
swinging_strike,83.2,1.433,1.068,Slider,SL
foul,85.2,-1.45,2.637,Changeup,CH
foul,78.7,-0.507,3.568,Knuckleball,KN
foul,91.6,-0.115,3.012,Four-seam FB,FF
swinging_strike,80.3,-0.565,2.997,Cutter,FC
foul,94.9,-0.237,2.302,Four-seam FB,FF
swinging_strike,81.2,0.03,1.45,Knuckle Curve,KC
swinging_strike,74.882,0.477,1.648,Curveball,CU
hit_into_play,95,-0.698,2.97,Two-seam FB,FT
foul,94.4,0.734,1.663,Four-seam FB,FF
foul,92.3,-0.942,1.454,Four-seam FB,FF
hit_into_play,90.615,-0.07,3.984,Four-seam FB,FF
foul,83.7,0.217,1.382,Curveball,CU
foul,70.6,0.466,1.665,Curveball,CU
foul,85.5,0.523,2.085,Changeup,CH
foul,89.066,-0.147,2.45,Slider,SL
foul,83.684,-0.178,2.259,Changeup,CH
swinging_strike,94,1.389,2.177,Four-seam FB,FF
hit_into_play,81.6,0.573,1.254,Slider,SL
hit_into_play,93.3,0.1,1.609,Two-seam FB,FT
foul,94.531,0.167,1.966,Sinker,SI
foul,83.972,-0.058,2.622,Changeup,CH
hit_into_play,87.9,0.537,1.483,Changeup,CH
foul,92.445,0.582,2.661,Four-seam FB,FF
foul,94.5,-0.104,1.259,Two-seam FB,FT
hit_into_play,85,0.727,1.605,Slider,SL
foul,79.1,-0.474,1.945,Splitter,FS
foul,99.5,-0.511,2.021,Four-seam FB,FF
swinging_strike,76.6,0.752,3.126,Curveball,CU
hit_into_play,92.19,-0.475,1.9,Cutter,FC
foul,82.7,-0.528,2.298,Slider,SL
foul,92.3,-0.256,2.269,Four-seam FB,FF
foul,80.6,0.811,2.183,Curveball,CU
hit_into_play,90.213,1.228,2.705,Four-seam FB,FF
swinging_strike,92.4,0.986,2.69,Four-seam FB,FF
swinging_strike,99.8,1.575,2.216,Four-seam FB,FF
swinging_strike,82.3,0.73,0.417,Slider,SL
hit_into_play,90.1,0.323,2.566,Two-seam FB,FT
foul,87.7,-0.021,1.756,Two-seam FB,FT
hit_into_play,88.4,-0.286,1.42,Four-seam FB,FF
foul,96.5,-0.664,1.301,Four-seam FB,FF
hit_into_play,84.5,0.797,1.986,Slider,SL
swinging_strike,85.218,1.36,1.865,Cutter,FC
foul,78.498,0.11,2.233,Curveball,CU
hit_into_play,97,-0.53,1.63,Four-seam FB,FF
foul,86.7,0.89,2.81,Cutter,FC
swinging_strike,80.432,0.747,1.541,Curveball,CU
foul,91.6,0.051,2.326,Four-seam FB,FF
hit_into_play,96.3,0.846,2.122,Sinker,SI
hit_into_play,89.6,-0.834,2.547,Four-seam FB,FF
hit_into_play,95.17,-0.656,2.542,Four-seam FB,FF
hit_into_play,85.3,0.9,1.792,Slider,SL
hit_into_play,84.1,0.584,3.29,Slider,SL
hit_into_play,89.3,-0.528,2.488,Sinker,SI
hit_into_play,88.7,-1.026,2.159,Sinker,SI
swinging_strike,87.584,0.475,0.678,Slider,SL
foul,93.4,0.469,2.08,Four-seam FB,FF
hit_into_play,92.7,-0.445,2.79,Four-seam FB,FF
hit_into_play,94.9,-0.12,2.955,Four-seam FB,FF
foul,81.8,0.388,2.217,Curveball,CU
foul,91.3,0.218,1.67,Sinker,SI
swinging_strike,86.6,1.282,1.655,Slider,SL
hit_into_play,91.9,-0.296,2.875,Two-seam FB,FT
foul,91.4,-0.415,2.897,Four-seam FB,FF
foul,86.8,-0.559,0.846,Changeup,CH
hit_into_play,84.1,-0.232,3.198,Slider,SL
swinging_strike,80.055,0.479,3.185,Slider,SL
foul,86.2,0.268,2.71,Changeup,CH
foul,92.03,-0.289,2.09,Four-seam FB,FF
hit_into_play,99.4,0.197,2.09,Four-seam FB,FF
foul,92.95,1.221,2.146,Four-seam FB,FF
hit_into_play,73.549,0.033,2.328,Changeup,CH
foul,91.051,0.084,2.357,Four-seam FB,FF
foul,84.4,0.678,1.49,Changeup,CH
hit_into_play,86.1,0.711,1.309,Two-seam FB,FT
hit_into_play,93.555,-0.033,2.712,Cutter,FC
foul,91.3,0.129,1.265,Four-seam FB,FF
swinging_strike,85.6,0.869,1.312,Slider,SL
foul,92.318,0.58,2.877,Cutter,FC
foul,94.9,-1.148,2.091,Four-seam FB,FF
foul,83.9,0.56,1.74,Changeup,CH
swinging_strike,86.17,-0.786,1.394,Four-seam FB,FF
foul,95.2,0.416,2.556,Four-seam FB,FF
foul,94.5,0.339,2.251,Four-seam FB,FF
foul,93.2,0.216,2.709,Four-seam FB,FF
hit_into_play,91.8,-0.39,2.46,Sinker,SI
foul,92.5,-0.123,1.724,Four-seam FB,FF
hit_into_play,82.1,0.848,1.688,Changeup,CH
hit_into_play,92.1,-0.496,2.742,Four-seam FB,FF
hit_into_play,84.191,-0.08,2.089,Changeup,CH
hit_into_play,91.6,1.116,1.692,Sinker,SI
swinging_strike,88.1,1.203,1.787,Cutter,FC
swinging_strike,84.314,0.891,1.442,Cutter,FC
foul,94.7,0.491,2.584,Four-seam FB,FF
hit_into_play,91.7,-0.669,3.069,Sinker,SI
hit_into_play,89.8,-0.576,1.317,Sinker,SI
swinging_strike,97.2,0.224,2.476,Cutter,FC
foul,86.197,0.46,1.764,Sinker,SI
hit_into_play,87.1,0.177,2.222,Splitter,FS
hit_into_play,93.4,0.51,2.742,Four-seam FB,FF
hit_into_play,83.5,-0.325,2.599,Slider,SL
hit_into_play,76.4,0.324,2.585,Curveball,CU
foul,91.6,0.561,2.333,Four-seam FB,FF
foul,95.875,-0.479,2.425,Four-seam FB,FF
foul,74.7,0.077,2.621,Curveball,CU
hit_into_play,83.8,1.077,2.956,Slider,SL
swinging_strike,95.2,-0.835,3.058,Four-seam FB,FF
foul,89.3,-1.693,2.342,Sinker,SI
foul,90.5,-1.201,2.204,Sinker,SI
foul,93.8,-1.037,2.922,Two-seam FB,FT
foul,93.6,0.135,2.295,Four-seam FB,FF
foul,84,-0.667,1.181,Curveball,CU
foul,93.7,0.652,3.418,Four-seam FB,FF
hit_into_play,90.46,-0.502,1.978,Four-seam FB,FF
swinging_strike,80.725,1.178,0.962,Slider,SL
hit_into_play,84.8,-0.313,1.951,Slider,SL
foul,91.3,0.625,3.51,Cutter,FC
foul,91.7,-0.636,2.279,Two-seam FB,FT
foul,93.976,-0.399,2.926,Four-seam FB,FF
foul,77.7,0.266,2.234,Slider,SL
foul,89.3,-0.034,1.501,Sinker,SI
hit_into_play,94.6,0.081,0.991,Four-seam FB,FF
hit_into_play,92.9,0.407,2.987,Four-seam FB,FF
hit_into_play,90.9,0.074,3.516,Two-seam FB,FT
foul,83.05,-0.023,1.854,Slider,SL
foul,82.3,-0.593,1.992,Slider,SL
swinging_strike,86.8,1.383,1.094,Slider,SL
swinging_strike,83.8,1.557,2.055,Cutter,FC
foul,93.105,0.328,2.438,Sinker,SI
swinging_strike,90,1.088,0.796,Slider,SL
foul,92.8,0.202,2.972,Sinker,SI
foul,101,-0.317,2.031,Sinker,SI
hit_into_play,79.3,0.411,2.337,Changeup,CH
swinging_strike,85.2,1.007,1.636,Cutter,FC
hit_into_play,86.5,-0.412,2.631,Slider,SL
foul,91.5,0.768,2.092,Four-seam FB,FF
foul,84.708,0.076,2.501,Slider,SL
swinging_strike,83.38,0.34,1.648,Slider,SL
hit_into_play,85.004,0.59,2.15,Slider,SL
hit_into_play,90.1,-0.922,1.922,Four-seam FB,FF
hit_into_play,76,0.415,1.754,Curveball,CU
foul,93.031,-0.031,2.455,Four-seam FB,FF
foul,89.6,-0.019,2.423,Sinker,SI
swinging_strike,77.912,1.267,0.442,Curveball,CU
swinging_strike,80.5,0.58,1.702,Slider,SL
hit_into_play,84.9,0.087,1.787,Cutter,FC
foul,94,0.617,1.365,Four-seam FB,FF
hit_into_play,77.8,0.425,2.639,Slider,SL
hit_into_play,83.6,0.056,2.661,Slider,SL
foul,85.2,-0.748,2.033,Changeup,CH
foul,89.5,-1.109,2.414,Four-seam FB,FF
swinging_strike,81.5,0.244,1.282,Changeup,CH
swinging_strike,82.3,0.117,1.709,Slider,SL
swinging_strike,82.962,0.809,1.288,Cutter,FC
foul,87.4,0.013,3.559,Four-seam FB,FF
swinging_strike,94.4,-0.3,2.767,Four-seam FB,FF
hit_into_play,97.2,-1.08,2.55,Two-seam FB,FT
foul,86,0.303,1.637,Sinker,SI
foul,92,-1.008,2.712,Four-seam FB,FF
hit_into_play,85.9,0.346,2.174,Slider,SL
swinging_strike,93.2,-0.424,3.042,Sinker,SI
foul,90.3,0.798,2.209,Four-seam FB,FF
foul,88.464,0.151,1.332,Cutter,FC
foul,89,0.674,2.767,Four-seam FB,FF
foul,90.6,-0.625,3.276,Four-seam FB,FF
foul,91.5,-0.342,2.195,Four-seam FB,FF
foul,90.154,-0.618,1.608,Four-seam FB,FF
swinging_strike,92.298,-0.966,2.275,Sinker,SI
foul,92.9,0.041,2.832,Four-seam FB,FF
hit_into_play,84.4,0.715,2.075,Slider,SL
hit_into_play,94.105,-0.204,3.289,Four-seam FB,FF
swinging_strike,88.1,0.804,2.443,Four-seam FB,FF
foul,91.608,-0.73,2.121,Four-seam FB,FF
foul,92.7,-0.534,2.707,Four-seam FB,FF
swinging_strike,93.5,0.768,3.264,Four-seam FB,FF
foul,87,-0.181,2.094,Slider,SL
hit_into_play,90.2,1.108,2.047,Sinker,SI
foul,82.3,0.042,2.562,Changeup,CH
swinging_strike,88.4,1.37,1.621,Cutter,FC
hit_into_play,84,0.305,1.532,Changeup,CH
foul,92.8,-0.824,1.563,Two-seam FB,FT
hit_into_play,89.8,-0.374,2.024,Sinker,SI
foul,85.9,-1.336,1.478,Cutter,FC
foul,92.7,-0.881,3,Four-seam FB,FF
hit_into_play,88.6,0.309,2.183,Cutter,FC
foul,91.3,0.372,3.394,Two-seam FB,FT
foul,86.7,0.943,1.649,Cutter,FC
swinging_strike,90.6,1.355,1.922,Cutter,FC
foul,89.8,0.215,1.925,Sinker,SI
foul,91.9,0.376,2.981,Four-seam FB,FF
foul,89.8,-0.826,1.018,Sinker,SI
foul,90.945,0.174,3.111,Sinker,SI
foul,87.5,0.74,1.914,Four-seam FB,FF
hit_into_play,79.5,-0.441,1.883,Splitter,FS
foul,87.6,0.161,2.502,Sinker,SI
swinging_strike,86.133,-0.76,3.48,Slider,SL
foul,80.371,0.236,2.195,Slider,SL
swinging_strike,85.123,-0.02,1.632,Slider,SL
swinging_strike,86.8,0.672,2.478,Changeup,CH
foul,93,0.071,2.071,Four-seam FB,FF
hit_into_play,84.2,-1.04,1.78,Cutter,FC
hit_into_play,93.8,0.553,2.623,Four-seam FB,FF
swinging_strike,81.2,0.6,2.316,Changeup,CH
foul,80.2,0.296,2.098,Curveball,CU
foul,92.485,-1.211,2.497,Sinker,SI
hit_into_play,83.767,0.258,1.692,Curveball,CU
hit_into_play,89.7,1.039,2.443,Sinker,SI
swinging_strike,80.1,1.061,0.678,Slider,SL
swinging_strike,80.113,0.557,1.619,Curveball,CU
foul,95.8,0.384,3.147,Four-seam FB,FF
swinging_strike,91,-1.196,2.867,Two-seam FB,FT
swinging_strike,83.02,1.272,0.839,Slider,SL
hit_into_play,95.7,-1.106,2.142,Two-seam FB,FT
foul,88.419,-0.797,3.16,Cutter,FC
hit_into_play,93.4,-0.201,1.291,Sinker,SI
swinging_strike,83.2,1.357,1.429,Slider,SL
swinging_strike,89.4,0.615,1.466,Sinker,SI
swinging_strike,81.958,1.214,1.499,Slider,SL
hit_into_play,89.3,0.488,2.35,Two-seam FB,FT
swinging_strike,90.2,0.16,3.021,Four-seam FB,FF
foul,79.6,0.125,1.44,Changeup,CH
swinging_strike,93.2,0.096,2.142,Four-seam FB,FF
foul,80,0.407,1.056,Curveball,CU
hit_into_play,93.3,0.591,2.857,Two-seam FB,FT
hit_into_play,88.7,0.308,1.545,Two-seam FB,FT
hit_into_play,91.3,1.504,2.658,Cutter,FC
foul,92.601,-0.284,1.838,Four-seam FB,FF
swinging_strike,91,-0.242,2.642,Four-seam FB,FF
foul,90.7,-0.078,3.388,Two-seam FB,FT
foul,91.4,-0.523,2.417,Four-seam FB,FF
foul,87.004,-0.588,3.833,Four-seam FB,FF
foul,76.3,0.266,1.219,Curveball,CU
foul,88.5,0.914,2.315,Four-seam FB,FF
foul,82.275,-0.828,3.045,Changeup,CH
foul,93.5,-0.777,2.468,Four-seam FB,FF
foul,90.3,-0.239,2.837,Two-seam FB,FT
foul,86,0.688,1.202,Slider,SL
swinging_strike,95,0.787,3.716,Four-seam FB,FF
hit_into_play,93.7,-0.198,3.435,Four-seam FB,FF
swinging_strike,90.5,0.673,2.138,Four-seam FB,FF
hit_into_play,89,-0.043,3.038,Four-seam FB,FF
foul,94.7,0.193,3.5,Two-seam FB,FT
foul,96.434,-0.059,2.281,Sinker,SI
swinging_strike,88.5,1.37,1.941,Four-seam FB,FF
foul,95.8,0.341,2.069,Sinker,SI
hit_into_play,88.4,0.305,3.094,Sinker,SI
swinging_strike,81.9,-0.225,1.63,Changeup,CH
foul,89,-1.379,2.923,Four-seam FB,FF
swinging_strike,82.102,-1.127,2.135,Changeup,CH
foul,92.2,0.234,2.255,Four-seam FB,FF
swinging_strike,85.6,0.781,1.312,Slider,SL
swinging_strike,92.1,0.081,2.275,Four-seam FB,FF
foul,85.1,0.825,2.518,Cutter,FC
foul,80.4,-0.503,1.727,Two-seam FB,FT
hit_into_play,84.4,0.515,2.701,Slider,SL
foul,90.5,-0.153,2.902,Four-seam FB,FF
foul,86.006,0.402,2.782,Slider,SL
foul,91.7,0.154,2.548,Four-seam FB,FF
foul,92.156,0.745,2.245,Four-seam FB,FF
foul,90.2,-0.371,1.801,Two-seam FB,FT
foul,91.3,-0.555,2.95,Four-seam FB,FF
hit_into_play,82.695,-0.342,1.738,Changeup,CH
foul,87.5,-1.449,2.357,Two-seam FB,FT
hit_into_play,97.4,0.142,1.192,Four-seam FB,FF
foul,90.978,0.678,2.899,Four-seam FB,FF
hit_into_play,93.1,-0.639,1.614,Two-seam FB,FT
hit_into_play,96.7,0.002,3.025,Sinker,SI
hit_into_play,92.1,-0.055,2.217,Two-seam FB,FT
foul,95,0.259,2.817,Four-seam FB,FF
swinging_strike,81.9,1.061,2.275,Cutter,FC
hit_into_play,89.9,0.219,2.795,Sinker,SI
swinging_strike,87.9,0.773,1.08,Slider,SL
hit_into_play,89.173,0,2.851,Sinker,SI
foul,95.402,0.198,3.404,Four-seam FB,FF
swinging_strike,79.1,1.09,0.771,Curveball,CU
foul,83.6,0.579,2.837,Changeup,CH
foul,94.063,0.857,2.87,Four-seam FB,FF
hit_into_play,87.4,0.566,2.157,Slider,SL
foul,96.168,0.212,3.278,Four-seam FB,FF
foul,92.185,0.664,2.599,Four-seam FB,FF
swinging_strike,86.3,-0.746,0.723,Changeup,CH
hit_into_play,93.1,-0.109,2.572,Two-seam FB,FT
foul,94,0.59,2.9,Four-seam FB,FF
hit_into_play,89.75,0.478,1.902,Slider,SL
hit_into_play,77.46,-0.117,2.463,Curveball,CU
swinging_strike,96.237,-0.788,1.749,Two-seam FB,FT
foul,89.8,0.17,3.06,Cutter,FC
foul,93.5,0.429,1.72,Four-seam FB,FF
foul,92.5,-0.06,3.66,Sinker,SI
swinging_strike,89.3,0.732,1.717,Changeup,CH
swinging_strike,92,0.517,3.025,Four-seam FB,FF
swinging_strike,80.364,0.321,2.616,Curveball,CU
hit_into_play,91,-0.179,2.086,Four-seam FB,FF
hit_into_play,91.5,0.493,1.861,Sinker,SI
swinging_strike,80.7,-0.842,1.219,Changeup,CH
foul,94.3,0.98,2.63,Four-seam FB,FF
foul,96.5,-0.506,3.034,Four-seam FB,FF
hit_into_play,96,0.168,1.731,Four-seam FB,FF
foul,94.426,-0.782,3.597,Four-seam FB,FF
foul,86.7,-0.014,1.629,Slider,SL
hit_into_play,86.975,-0.049,2.892,Slider,SL
hit_into_play,83.2,0.173,2.466,Changeup,CH
foul,91.325,0.329,3.298,Four-seam FB,FF
foul,88.4,0.27,2.12,Sinker,SI
swinging_strike,85.1,0.478,1.459,Slider,SL
foul,81.7,0.788,2.059,Slider,SL
swinging_strike,86.2,1.122,1.954,Splitter,FS
foul,91.7,0.465,2.836,Four-seam FB,FF
foul,92.4,-0.384,2.183,Four-seam FB,FF
foul,96.3,-0.009,2.486,Four-seam FB,FF
foul,86.2,0.379,2.164,Slider,SL
foul,80.2,-0.622,2.58,Curveball,CU
foul,94.7,0.4,1.927,Four-seam FB,FF
foul,85.3,-0.86,2.817,Sinker,SI
swinging_strike,85.4,0.893,0.863,Cutter,FC
hit_into_play,73.5,0.313,1.189,Curveball,CU
swinging_strike,82.2,-0.819,1.014,Changeup,CH
swinging_strike,77.329,0.913,1.351,Slider,SL
foul,90.3,0.834,3.015,Four-seam FB,FF
swinging_strike,82.3,0.916,1.933,Slider,SL
hit_into_play,92.9,-0.247,3.036,Four-seam FB,FF
swinging_strike,90.7,0.168,1.069,Two-seam FB,FT
hit_into_play,89.3,-0.193,2.724,Cutter,FC
swinging_strike,92.785,0.465,2.635,Four-seam FB,FF
hit_into_play,88.3,-1.302,2.124,Slider,SL
hit_into_play,91.7,0.155,1.734,Sinker,SI
hit_into_play,92.3,-0.693,1.572,Sinker,SI
hit_into_play,78.2,0.6,2.188,Curveball,CU
swinging_strike,87.117,-1.389,2.106,Two-seam FB,FT
hit_into_play,92.2,0.514,1.738,Four-seam FB,FF
swinging_strike,90.9,0.791,2.307,Cutter,FC
hit_into_play,93.3,-0.982,2.516,Sinker,SI
foul,83.611,-0.238,0.698,Changeup,CH
foul,92.48,-0.437,2.084,Four-seam FB,FF
hit_into_play,92,0.532,2.126,Four-seam FB,FF
foul,87.8,0.166,1.749,Four-seam FB,FF
foul,92.1,0.534,2.423,Four-seam FB,FF
swinging_strike,82.3,0.16,1.63,Slider,SL
swinging_strike,91.7,-0.5,2.514,Four-seam FB,FF
hit_into_play,95.8,0.235,2.208,Four-seam FB,FF
foul,93.4,-1.107,2.978,Four-seam FB,FF
swinging_strike,91.8,-1.633,2.348,Sinker,SI
hit_into_play,78.7,0.939,1.255,Curveball,CU
foul,83.5,-0.213,1.623,Cutter,FC
hit_into_play,92.3,0.076,1.778,Four-seam FB,FF
swinging_strike,86,0.993,1.934,Slider,SL
foul,87.7,0.301,2.995,Cutter,FC
hit_into_play,89.3,0.5,1.887,Four-seam FB,FF
hit_into_play,82.8,0.96,2.207,Changeup,CH
foul,91.4,-0.269,2.943,Cutter,FC
hit_into_play,74,0.312,2.909,Curveball,CU
swinging_strike,84.183,0.579,0.812,Slider,SL
foul,79.865,0.311,3.114,Slider,SL
hit_into_play,83.392,-0.23,3.087,Splitter,FS
hit_into_play,91.011,-0.499,2.888,Sinker,SI
hit_into_play,95.2,-0.371,2.104,Two-seam FB,FT
hit_into_play,91.7,-1.15,2.12,Four-seam FB,FF
swinging_strike,83.378,-0.08,2.552,Slider,SL
hit_into_play,89.7,1.251,1.948,Cutter,FC
swinging_strike,86.168,0.775,1.672,Slider,SL
hit_into_play,87.9,-0.23,2.57,Sinker,SI
hit_into_play,91.2,-0.989,2.9,Four-seam FB,FF
foul,93.4,-0.061,3.302,Four-seam FB,FF
hit_into_play,84.4,-0.279,1.678,Curveball,CU
foul,94.722,-0.765,3.059,Four-seam FB,FF
swinging_strike,94.3,-0.329,0.875,Four-seam FB,FF
hit_into_play,86.6,0.068,1.664,Splitter,FS
hit_into_play,91.859,-1.249,2.714,Four-seam FB,FF
foul,96.11,-0.358,1.026,Sinker,SI
swinging_strike,83.9,0.674,2.48,Slider,SL
foul,93,-0.625,2.107,Four-seam FB,FF
hit_into_play,83.7,-0.082,3.626,Slider,SL
foul,87.7,-0.545,2.353,Four-seam FB,FF
swinging_strike,92,-0.448,3.716,Four-seam FB,FF
swinging_strike,97.2,0.7,3.39,Four-seam FB,FF
foul,85.1,-0.702,2.256,Changeup,CH
hit_into_play,79.6,-0.167,1.099,Curveball,CU
foul,86.002,-0.051,2.185,Cutter,FC
foul,82.1,0.795,1.777,Slider,SL
hit_into_play,80.283,-0.432,2.138,Slider,SL
foul,92.4,-0.715,2.932,Four-seam FB,FF
swinging_strike,73.7,0.548,2.388,Curveball,CU
foul,94.1,-0.611,2.669,Four-seam FB,FF
foul,92.9,0.009,3.05,Four-seam FB,FF
foul,94.3,0.078,3.245,Four-seam FB,FF
hit_into_play,83.9,0.298,1.487,Curveball,CU
foul,88.4,0.331,3.239,Four-seam FB,FF
foul,81.6,-0.467,2.236,Slider,SL
foul,87.2,-0.424,2.142,Changeup,CH
foul,84.972,0.412,2.024,Slider,SL
foul,92.8,1.17,2.21,Four-seam FB,FF
foul,93.8,0.77,3.134,Four-seam FB,FF
hit_into_play,86.5,0.803,1.387,Cutter,FC
foul,94.9,0.267,3.166,Four-seam FB,FF
hit_into_play,90.2,0.923,2.154,Sinker,SI
foul,92.5,-0.173,2.478,Sinker,SI
hit_into_play,86.1,-0.067,1.68,Slider,SL
hit_into_play,93.2,-0.257,3.013,Four-seam FB,FF
foul,81.7,1.024,1.569,Slider,SL
swinging_strike,84.8,0.82,1.52,Changeup,CH
swinging_strike,82.2,-0.496,3.434,Slider,SL
foul,95.221,0.325,2.628,Two-seam FB,FT
hit_into_play,90.3,-0.771,1.714,Four-seam FB,FF
foul,87.1,0.27,1.765,Cutter,FC
hit_into_play,87.4,0.39,2.03,Slider,SL
foul,91.403,-0.479,3.426,Four-seam FB,FF
swinging_strike,87.9,-1.43,1.917,Changeup,CH
foul,84.9,-0.115,1.66,Changeup,CH
foul,94.215,0.277,1.869,Four-seam FB,FF
swinging_strike,92.3,0.584,2.793,Four-seam FB,FF
foul,93.583,0.862,2.312,Sinker,SI
hit_into_play,77.7,0.541,1.528,Slider,SL
foul,92.587,-1.173,3.777,Four-seam FB,FF
foul,93.549,-0.282,1.981,Two-seam FB,FT
foul,94.8,-0.586,2.41,Two-seam FB,FT
foul,92.096,0.055,1.861,Sinker,SI
hit_into_play,92.3,0.236,1.716,Four-seam FB,FF
foul,92,-1.057,2.206,Sinker,SI
hit_into_play,86,0.325,1.538,Cutter,FC
foul,79.8,0.124,1.487,Changeup,CH
foul,88.1,-1.113,2.176,Sinker,SI
foul,92.665,0.324,2.353,Four-seam FB,FF
foul,94.3,0.395,2.177,Four-seam FB,FF
foul,91.109,0.045,2.513,Four-seam FB,FF
hit_into_play,92,0.537,2.217,Four-seam FB,FF
foul,90,0.685,2.295,Cutter,FC
hit_into_play,87.1,-1.222,3.333,Cutter,FC
